sensor_id;sensor_type;location;lat;lon;timestamp;P1;P2;P0
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T00:01:25;10;10;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T00:03:52;8;8;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T00:06:19;6;6;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T00:08:46;6;6;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T00:11:13;7;7;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T00:13:40;5;5;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T00:16:07;5;5;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T00:18:34;5;5;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T00:21:02;7;7;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T00:23:29;5;5;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T00:25:56;4;3;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T00:28:23;4;4;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T00:30:51;6;4;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T00:33:18;4;4;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T00:35:45;4;4;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T00:38:12;4;4;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T00:40:40;5;5;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T00:43:07;6;4;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T00:45:34;4;4;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T00:48:01;4;3;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T00:50:29;6;4;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T00:52:57;3;3;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T00:55:24;5;5;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T00:57:51;4;3;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T01:00:18;4;4;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T01:02:45;4;4;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T01:05:12;3;3;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T01:07:40;3;3;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T01:10:07;4;3;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T01:12:35;3;3;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T01:15:02;3;3;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T01:17:30;3;3;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T01:19:57;3;3;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T01:22:24;4;4;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T01:24:51;3;3;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T01:27:18;3;3;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T01:29:45;3;2;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T01:32:12;4;4;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T01:34:39;4;4;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T01:37:07;3;2;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T01:39:35;3;3;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T01:42:02;3;2;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T01:44:29;3;3;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T01:46:56;4;3;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T01:49:30;4;4;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T01:51:57;3;3;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T01:54:25;4;3;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T01:56:52;4;4;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T01:59:20;3;3;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T02:01:49;4;4;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T02:04:17;3;3;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T02:06:45;5;4;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T02:09:13;3;3;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T02:11:40;4;3;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T02:14:07;4;3;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T02:16:34;3;3;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T02:19:02;5;5;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T02:21:30;3;3;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T02:23:57;2;2;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T02:26:25;2;2;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T02:28:53;3;2;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T02:31:20;4;3;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T02:33:47;2;2;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T02:36:15;3;3;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T02:38:42;3;3;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T02:41:10;4;3;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T02:43:37;2;2;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T02:46:05;3;3;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T02:48:32;4;3;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T02:51:00;5;5;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T02:53:27;3;3;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T02:55:55;1;1;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T02:58:22;3;3;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T03:00:49;5;5;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T03:03:16;3;3;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T03:05:44;5;5;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T03:08:11;3;3;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T03:10:38;3;3;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T03:13:05;3;3;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T03:15:32;3;3;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T03:17:59;4;4;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T03:20:26;4;4;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T03:22:54;4;3;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T03:25:21;4;4;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T03:27:48;4;4;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T03:30:15;4;4;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T03:32:42;4;4;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T03:35:09;4;4;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T03:37:37;6;6;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T03:40:05;5;5;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T03:42:32;4;4;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T03:45:00;5;4;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T03:47:27;5;4;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T03:49:55;5;5;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T03:52:22;5;5;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T03:54:49;6;6;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T03:57:17;5;5;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T03:59:45;4;4;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T04:02:12;5;5;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T04:04:39;4;4;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T04:07:06;4;4;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T04:09:33;5;5;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T04:12:00;5;5;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T04:14:28;5;4;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T04:16:55;5;5;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T04:19:22;4;4;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T04:21:49;5;5;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T04:24:16;3;3;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T04:26:44;5;5;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T04:29:11;4;4;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T04:31:38;4;4;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T04:34:05;4;4;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T04:36:32;5;5;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T04:38:59;9;6;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T04:41:26;6;5;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T04:43:54;6;5;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T04:46:21;5;5;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T04:48:48;4;4;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T04:51:16;5;5;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T04:53:43;6;6;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T04:56:11;5;5;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T04:58:39;7;7;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T05:01:16;7;7;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T05:03:57;7;7;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T05:06:26;6;6;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T05:09:03;6;6;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T05:11:31;8;7;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T05:13:58;8;8;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T05:16:25;6;6;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T05:19:02;8;8;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T05:21:31;9;8;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T05:24:01;8;8;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T05:26:30;7;7;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T05:29:33;10;9;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T05:32:02;8;8;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T05:34:31;8;7;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T05:37:01;8;8;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T05:39:38;7;7;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T05:42:09;8;8;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T05:44:38;7;7;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T05:47:09;10;9;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T05:49:39;8;8;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T05:52:08;7;7;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T05:54:36;7;6;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T05:57:05;7;7;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T05:59:36;10;10;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T06:02:10;8;7;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T06:05:24;8;8;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T06:08:08;8;7;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T06:10:39;8;8;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T06:13:08;11;10;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T06:15:46;9;8;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T06:18:30;8;8;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T06:20:58;9;9;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T06:23:43;7;6;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T06:26:13;9;9;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T06:28:43;8;8;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T06:31:12;10;9;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T06:33:42;8;8;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T06:36:28;9;8;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T06:39:00;8;8;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T06:41:30;9;9;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T06:43:58;6;6;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T06:46:27;8;8;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T06:48:55;9;9;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T06:51:25;9;8;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T06:54:00;10;7;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T06:56:30;8;7;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T06:58:57;7;7;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T07:01:25;9;9;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T07:03:53;12;12;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T07:06:21;13;13;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T07:08:49;15;15;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T07:11:17;14;13;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T07:13:44;9;9;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T07:16:12;10;9;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T07:18:40;10;10;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T07:21:09;12;12;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T07:23:39;13;13;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T07:26:09;11;10;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T07:28:37;11;10;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T07:31:07;11;10;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T07:33:35;14;14;
48673;PMS5003;34466;51.67815362;-1.29373670;2020-11-24T07:36:04;12;11;
