sensor_id;sensor_type;location;lat;lon;timestamp;P1;P2;P0
50299;PMS5003;38004;51.616;-1.304;2021-01-10T00:01:28;50;42;
50299;PMS5003;38004;51.616;-1.304;2021-01-10T00:01:30;54;46;
50299;PMS5003;38004;51.616;-1.304;2021-01-10T00:03:57;47;38;
50299;PMS5003;38004;51.616;-1.304;2021-01-10T00:06:31;48;41;
50299;PMS5003;38004;51.616;-1.304;2021-01-10T00:08:59;46;37;
50299;PMS5003;38004;51.616;-1.304;2021-01-10T00:11:25;51;41;
50299;PMS5003;38004;51.616;-1.304;2021-01-10T00:13:53;59;43;
50299;PMS5003;38004;51.616;-1.304;2021-01-10T00:16:20;52;43;
50299;PMS5003;38004;51.616;-1.304;2021-01-10T00:18:47;59;44;
50299;PMS5003;38004;51.616;-1.304;2021-01-10T00:21:14;56;46;
50299;PMS5003;38004;51.616;-1.304;2021-01-10T00:23:41;44;38;
50299;PMS5003;38004;51.616;-1.304;2021-01-10T00:26:09;58;48;
50299;PMS5003;38004;51.616;-1.304;2021-01-10T00:28:36;59;53;
50299;PMS5003;38004;51.616;-1.304;2021-01-10T00:31:03;64;48;
50299;PMS5003;38004;51.616;-1.304;2021-01-10T00:33:30;59;47;
50299;PMS5003;38004;51.616;-1.304;2021-01-10T00:35:57;61;46;
50299;PMS5003;38004;51.616;-1.304;2021-01-10T00:38:25;58;46;
50299;PMS5003;38004;51.616;-1.304;2021-01-10T00:40:52;54;44;
50299;PMS5003;38004;51.616;-1.304;2021-01-10T00:43:19;47;43;
50299;PMS5003;38004;51.616;-1.304;2021-01-10T00:45:46;64;48;
50299;PMS5003;38004;51.616;-1.304;2021-01-10T00:48:13;55;47;
50299;PMS5003;38004;51.616;-1.304;2021-01-10T00:50:40;60;45;
50299;PMS5003;38004;51.616;-1.304;2021-01-10T00:53:07;56;44;
50299;PMS5003;38004;51.616;-1.304;2021-01-10T00:55:34;54;44;
50299;PMS5003;38004;51.616;-1.304;2021-01-10T00:58:01;53;37;
50299;PMS5003;38004;51.616;-1.304;2021-01-10T01:00:28;52;43;
50299;PMS5003;38004;51.616;-1.304;2021-01-10T01:02:55;52;42;
50299;PMS5003;38004;51.616;-1.304;2021-01-10T01:05:23;57;48;
50299;PMS5003;38004;51.616;-1.304;2021-01-10T01:07:50;57;42;
50299;PMS5003;38004;51.616;-1.304;2021-01-10T01:10:18;44;41;
50299;PMS5003;38004;51.616;-1.304;2021-01-10T01:12:45;51;42;
50299;PMS5003;38004;51.616;-1.304;2021-01-10T01:15:13;49;37;
50299;PMS5003;38004;51.616;-1.304;2021-01-10T01:17:41;54;43;
50299;PMS5003;38004;51.616;-1.304;2021-01-10T01:20:09;41;33;
50299;PMS5003;38004;51.616;-1.304;2021-01-10T01:22:37;52;43;
50299;PMS5003;38004;51.616;-1.304;2021-01-10T01:25:04;53;45;
50299;PMS5003;38004;51.616;-1.304;2021-01-10T01:27:32;50;38;
50299;PMS5003;38004;51.616;-1.304;2021-01-10T01:29:59;52;43;
50299;PMS5003;38004;51.616;-1.304;2021-01-10T01:32:27;52;44;
50299;PMS5003;38004;51.616;-1.304;2021-01-10T01:34:54;53;42;
50299;PMS5003;38004;51.616;-1.304;2021-01-10T01:37:22;46;42;
